repo,developer,commit,addition,deletion,pull_open,pull_merged,author
resque/resque,defunkt,14.702673982393145,14.566725464724502,11.734806588233724,-0.5030926790551921,1.3199464741775717,1
resque/resque,steveklabnik,1.8771343442681383,2.109078082827609,9.046640322433927,1.4485599552106392,14.627067391319825,1
resque/resque,chrisccerami,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.02916255889675824,0
resque/resque,hone,1.100501321198285,1.048174632541799,0.5588744696270601,-0.11276215220202583,1.1973001984435416,1
resque/resque,rafaelfranca,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,fw42,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,tarcieri,0.6789005372460789,0.9055066435191008,0.7915311954470634,3.790543116329636,-0.09048569676377323,0
resque/resque,yaauie,0.4791949027424023,0.38036702435044517,0.17204762428777753,8.084178911714465,2.239793542182796,1
resque/resque,jonhyman,0.4126263579078434,0.2786781385576708,0.11318266956223452,6.132526277448633,-0.09048569676377323,0
resque/resque,iloveitaly,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,rcarver,0.23511023834901978,1.5975981647355948,0.10477339031572838,-0.5030926790551921,-0.09048569676377323,0
resque/resque,magec,0.16854169351446088,0.16788278538046886,0.1271981349730781,1.4485599552106392,-0.09048569676377323,0
resque/resque,hoffmanc,0.05759411879019611,0.2012731657900366,0.6934229375711584,0.6678989015043066,-0.09048569676377323,0
resque/resque,jeremy,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,1.4485599552106392,-0.09048569676377323,0
resque/resque,RochesterinNYC,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,mrduncan,0.10197314867990202,-0.014246562308082224,-0.038184356874876035,3.009882062623304,-0.09048569676377323,0
resque/resque,raykrueger,0.10197314867990202,0.0479809648188394,0.2505342305885015,0.6678989015043066,-0.09048569676377323,0
resque/resque,gravis,0.10197314867990202,0.05708743220326695,-0.06060910153222575,0.2775683746511404,-0.09048569676377323,0
resque/resque,wuputah,0.05759411879019611,0.025214796357770512,-0.06621528769656318,0.6678989015043066,-0.09048569676377323,0
resque/resque,josh-m-sharpe,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.11276215220202583,-0.09048569676377323,0
resque/resque,quirkey,0.035404603845343156,-0.05674341010207748,0.03749915634367925,-0.11276215220202583,-0.09048569676377323,0
resque/resque,dylanahsmith,-0.07554297087892162,-0.06433213292243377,-0.12227714933993745,1.058229428357473,-0.09048569676377323,0
resque/resque,jamster,0.013215088900490201,-0.08102732312721762,-0.07742766002523803,-0.11276215220202583,-0.09048569676377323,0
resque/resque,alce,0.013215088900490201,0.1739537636367539,-0.08864003235391289,-0.11276215220202583,-0.09048569676377323,0
resque/resque,kjg,0.013215088900490201,-0.09772251333200148,-0.09424621851825031,1.8388904820638055,-0.09048569676377323,0
resque/resque,sirupsen,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.11276215220202583,-0.09048569676377323,0
resque/resque,tenderlove,-0.008974426044362754,-0.0673676220505763,0.0010589462754859648,3.40021258947647,-0.09048569676377323,0
resque/resque,jbarnette,-0.008974426044362754,-0.10075800246014399,-0.10545859084692517,-0.5030926790551921,-0.09048569676377323,0
resque/resque,lukeasrodgers,-0.008974426044362754,-0.061296643794291256,-0.11947405625776875,0.2775683746511404,-0.09048569676377323,0
resque/resque,morgoth,-0.008974426044362754,-0.09620476876793022,0.0010589462754859648,1.8388904820638055,-0.09048569676377323,0
resque/resque,humancopy,-0.008974426044362754,0.019143818101485476,-0.10545859084692517,0.2775683746511404,-0.09048569676377323,0
resque/resque,ashleym1972,-0.03116394098921571,-0.0931692796397877,-0.11386787009343131,-0.5030926790551921,-0.09048569676377323,0
resque/resque,irenemachine,-0.03116394098921571,-0.03853047533322237,-0.06901838077873189,-0.11276215220202583,-0.09048569676377323,0
resque/resque,lazyatom,-0.03116394098921571,-0.10531123615235777,-0.11947405625776875,1.058229428357473,-0.09048569676377323,0
resque/resque,ealdent,-0.03116394098921571,-0.0931692796397877,-0.09985240468258774,-0.5030926790551921,-0.09048569676377323,0
resque/resque,joakimk,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,maclover7,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,kjwierenga,-0.03116394098921571,-0.05370792097393496,-0.0914431254360816,1.058229428357473,-0.09048569676377323,0
resque/resque,michaeldwan,-0.03116394098921571,-0.04004821989729363,-0.09704931160041903,-0.5030926790551921,-0.09048569676377323,0
resque/resque,karpiu,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,mmangino,-0.03116394098921571,0.02976803004998429,-0.06621528769656318,-0.5030926790551921,-0.09048569676377323,0
resque/resque,sideshowcoder,-0.03116394098921571,-0.07343860030686133,-0.10545859084692517,1.8388904820638055,-0.09048569676377323,0
resque/resque,varyonic,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,sr,-0.03116394098921571,-0.09165153507571644,-0.09424621851825031,-0.5030926790551921,-0.09048569676377323,0
resque/resque,trevorturk,-0.03116394098921571,0.08592457892062087,-0.08303384618957546,1.8388904820638055,-0.02916255889675824,0
resque/resque,davetron5000,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,0.2775683746511404,-0.09048569676377323,0
resque/resque,ql,-0.053353455934068664,-0.08254506769128889,-0.08864003235391289,0.2775683746511404,-0.09048569676377323,0
resque/resque,cleishm,-0.053353455934068664,-0.09165153507571644,-0.11386787009343131,-0.11276215220202583,-0.09048569676377323,0
resque/resque,dceballos,-0.053353455934068664,-0.09772251333200148,-0.11947405625776875,-0.5030926790551921,-0.09048569676377323,0
resque/resque,GustavoCaso,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,vangberg,-0.053353455934068664,-0.07343860030686133,-0.03538126379270732,-0.5030926790551921,-0.09048569676377323,0
resque/resque,jeremywadsack,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,jroith,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,nirvdrum,-0.053353455934068664,-0.1083467252805003,-0.11386787009343131,0.2775683746511404,-0.09048569676377323,0
resque/resque,lmarlow,-0.053353455934068664,-0.08406281225536014,-0.11667096317560002,-0.5030926790551921,-0.09048569676377323,0
resque/resque,jazzido,-0.053353455934068664,-0.07343860030686133,-0.10265549776475645,-0.5030926790551921,-0.09048569676377323,0
resque/resque,peret,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,mindreframer,-0.053353455934068664,-0.08102732312721762,-0.11386787009343131,-0.5030926790551921,-0.09048569676377323,0
resque/resque,chewbranca,-0.053353455934068664,-0.10531123615235777,-0.11386787009343131,-0.5030926790551921,-0.09048569676377323,0
resque/resque,thbar,-0.053353455934068664,-0.09620476876793022,-0.09704931160041903,-0.5030926790551921,-0.09048569676377323,0
resque/resque,trliner,-0.053353455934068664,-0.08861604594757393,-0.09704931160041903,1.058229428357473,-0.09048569676377323,0
resque/resque,jgeiger,-0.053353455934068664,-0.10682898071642903,-0.09704931160041903,-0.5030926790551921,-0.09048569676377323,0
resque/resque,martinstuecklschwaiger,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,tsevan,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,284km,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,alexeyfrank,-0.07554297087892162,-0.07192085574279007,-0.0718214738609006,-0.11276215220202583,-0.09048569676377323,0
resque/resque,aselder,-0.07554297087892162,-0.07040311117871881,-0.11947405625776875,-0.11276215220202583,-0.09048569676377323,0
resque/resque,bogdan,-0.07554297087892162,-0.02335302969250978,-0.0914431254360816,1.058229428357473,-0.09048569676377323,0
resque/resque,ctrochalakis,-0.07554297087892162,-0.10379349158828652,-0.11386787009343131,-0.5030926790551921,-0.09048569676377323,0
resque/resque,danp,-0.07554297087892162,-0.11745319266492785,-0.11947405625776875,-0.11276215220202583,-0.09048569676377323,0
resque/resque,darkhelmet,-0.07554297087892162,-0.058261154666148736,-0.12227714933993745,-0.5030926790551921,-0.09048569676377323,0
resque/resque,dsabanin,-0.07554297087892162,-0.10379349158828652,-0.11947405625776875,1.058229428357473,-0.09048569676377323,0
resque/resque,dylanlingelbach,-0.07554297087892162,-0.09468702420385895,-0.11667096317560002,-0.11276215220202583,-0.09048569676377323,0
resque/resque,evanwhalen,-0.07554297087892162,-0.05067243184579244,-0.12227714933993745,-0.11276215220202583,-0.09048569676377323,0
resque/resque,mtsmfm,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,gohanlon,-0.07554297087892162,-0.09620476876793022,-0.055002915367888316,-0.5030926790551921,-0.09048569676377323,0
resque/resque,JackDanger,-0.07554297087892162,0.17091827450861138,0.2253063928489831,-0.5030926790551921,0.03216057897025675,0
resque/resque,jakemack,-0.07554297087892162,-0.0673676220505763,-0.09704931160041903,-0.11276215220202583,-0.09048569676377323,0
resque/resque,jakewilkins,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,jhuckabee,-0.07554297087892162,-0.03853047533322237,-0.12227714933993745,-0.11276215220202583,-0.09048569676377323,0
resque/resque,kirs,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,manuelmeurer,-0.07554297087892162,-0.1083467252805003,-0.12227714933993745,0.2775683746511404,-0.09048569676377323,0
resque/resque,mlarraz,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,crazymykl,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.11276215220202583,-0.09048569676377323,0
resque/resque,orenmazor,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,m1lt0n,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,ersatzryan,-0.07554297087892162,0.007001861588915403,-0.0718214738609006,-0.11276215220202583,-0.09048569676377323,0
resque/resque,ryanschwartz,-0.07554297087892162,-0.1189709372289991,-0.11947405625776875,-0.11276215220202583,-0.09048569676377323,0
resque/resque,sharang-d,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,stevenschobert,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,tamird,-0.07554297087892162,-0.04004821989729363,-0.026971984546201175,-0.11276215220202583,-0.09048569676377323,0
resque/resque,ono,-0.07554297087892162,-0.0673676220505763,-0.09985240468258774,0.2775683746511404,-0.09048569676377323,0
resque/resque,dependabot[bot],-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,gregkare,-0.07554297087892162,-0.09468702420385895,-0.08583693927174417,0.6678989015043066,-0.09048569676377323,0
resque/resque,NobodysNightmare,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,kzgs,-0.07554297087892162,-0.1083467252805003,-0.11947405625776875,-0.11276215220202583,-0.09048569676377323,0
resque/resque,koleksiuk,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,rbroemeling,-0.09773248582377457,-0.07647408943500385,-0.11667096317560002,1.4485599552106392,-0.09048569676377323,0
resque/resque,agibralter,-0.09773248582377457,-0.11138221440864281,-0.10265549776475645,-0.5030926790551921,-0.09048569676377323,0
resque/resque,ktheory,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,0.6678989015043066,-0.09048569676377323,0
resque/resque,abhi-patel,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,ale7714,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,alexcameron89,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,atareshawty,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
resque/resque,andreacampi,-0.09773248582377457,-0.12048868179307036,-0.12508024242210616,-0.11276215220202583,-0.09048569676377323,0
resque/resque,arthurgeek,-0.09773248582377457,-0.11745319266492785,-0.11667096317560002,-0.5030926790551921,-0.09048569676377323,0
resque/resque,artob,-0.09773248582377457,-0.11289995897271407,-0.1110647770112626,-0.5030926790551921,-0.09048569676377323,0
resque/resque,benweint,-0.09773248582377457,0.09047781261283465,0.1300012280552468,-0.11276215220202583,-0.09048569676377323,0
resque/resque,cokron,-0.09773248582377457,-0.12048868179307036,-0.12227714933993745,-0.11276215220202583,-0.09048569676377323,0
resque/resque,bpo,-0.09773248582377457,-0.0673676220505763,0.02628678401500439,-0.5030926790551921,-0.09048569676377323,0
resque/resque,cade,-0.09773248582377457,-0.11593544810085658,-0.11386787009343131,2.2292210089169715,-0.09048569676377323,0
resque/resque,CamJN,-0.11992200076862752,-0.12200642635714162,-0.12508024242210616,-0.5030926790551921,-0.09048569676377323,0
